Sl. No.,State,District,Block,Village,TYPE,SOURCE,Site_Name,Latitude,Longitude,Well Depth,Aquifier,Level Depth Ratio,Pre_2015,Pst_2015,Pre_2016,Pst_2016,Pre_2017,Pst_2017,Pre_2018,Pst_2018,Pre_2019,Pst_2019,Final Count,Pre Diff 19 15,Pst Diff 19 15,Diff 2015,Diff 2016,Diff 2017,Diff 2018,Diff 2019,Avg Diff,Avg Pre,Avg Post ,Avg Level,Sign Diff 15,Sign Diff 16,Sign Diff 17,Sign Diff 18,Sign Diff 19,Sum Signed Diff
756,Haryana,Kaithal ,Gulha,Seo Majra ,Tube wells,SGWB,In the Village,30.04129095,76.24234857,,,,30.7,32.3,32.66,34.57,34.97,35.84,36.75,38.62,38.76,40.55,10,8.06,8.25,1.6,1.91,0.87,1.87,1.79,1.61,34.77,36.38,35.57,1,1,1,1,1,5
757,Haryana,Kaithal ,Rajaund,Serdha ,Dug wells,SGWB,Panchayati,29.62,76.49,,,,15.45,16,17.42,18.9,18.6,19.2,20.14,19.67,19.48,20.12,10,4.03,4.12,0.55,1.48,0.6,-0.47,0.64,0.56,18.22,18.78,18.50,1,1,1,-1,1,3
758,Haryana,Bhiwani,Behal,Serla,Tube wells,SGWB,HARPAL IN VILLAGE OF R.H.S FROM ROAD ,28.64343948,75.68713082,,,,55.69,55.7,55.85,56.9,57.8,58.4,58.8,58.85,58.96,59.1,10,3.27,3.4,0.01,1.05,0.6,0.05,0.14,0.37,57.42,57.79,57.61,1,1,1,1,1,5
759,Haryana,Faridabad,Ballabhgarh,Shahpur Khurd  ,Dug wells,SGWB,"Panchyati purana well south of village, OW",28.27405768,77.30246885,,,,15.65,15.75,17.3,17.85,18,18.2,18.35,17.9,19.8,19.6,10,4.15,3.85,0.1,0.55,0.2,-0.45,-0.2,0.04,17.82,17.86,17.84,1,1,1,-1,-1,1
760,Haryana,Mahendragarh,Kanina,Shelang          ,Tube wells,SGWB,East of Village -DCB,28.40305499,76.21867918,,,,32.8,33.5,34.5,33,33.5,33.5,34.5,34,37,36.5,10,4.2,3,0.7,-1.5,0,-0.5,-0.5,-0.36,34.46,34.10,34.28,1,-1,0,-1,-1,-2
761,Haryana,Sirsa,Ellanabad,Sheran Wali,Tube wells,SGWB,Public Health tube well Sheran Wali,29.440661,74.647794,,,,12.19,13.71,13.71,15.24,15.24,16.95,15.55,,15.55,16.03,9,3.36,2.32,1.52,1.53,1.71,,0.48,1.31,14.45,15.48,14.91,1,1,1,0,1,4
762,Haryana,Gurugram,Pataudi,Sidhrawali             ,Piezometers,SGWB,"Govt. Senior Secondary School, PT",28.267,76.832,,,,26.95,27.77,29,29.5,30.3,30.63,31.9,31.25,33.2,32.4,10,6.25,4.63,0.82,0.5,0.33,-0.65,-0.8,0.04,30.27,30.31,30.29,1,1,1,-1,-1,1
763,Haryana,Bhiwani, Loharu,Sighani,Tube wells,SGWB,,28.52272335,75.79818215,,,,61.62,61.85,62.02,63.1,64.4,65.2,64.2,64.28,64.35,65.37,10,2.73,3.52,0.23,1.08,0.8,0.08,1.02,0.64,63.32,63.96,63.64,1,1,1,1,1,5
764,Haryana,Yamuna Nagar,Radour,Sikendra,Piezometers,SGWB,,30.00361111,77.00777778,,,,30.4,30.6,30.57,,30.66,31.15,30.7,31.6,30.95,32.75,9,0.55,2.15,0.2,,0.49,0.9,1.8,0.85,30.66,31.53,31.04,1,0,1,1,1,4
765,Haryana,Gurugram,Gurugram,Sikohpur ,Piezometers,SGWB,"Govt. Senior Secondary School, PT",28.36126541,76.98164298,,,,34.7,35.47,37,37.8,37.3,37.4,37.55,37.6,38.4,37.85,10,3.7,2.38,0.77,0.8,0.1,0.05,-0.55,0.23,36.99,37.22,37.11,1,1,1,1,-1,3
766,Haryana,Faridabad,Ballabhgarh,Sikri                  ,Piezometers,SGWB,"Govt. Senior Secondary School, OW",28.27428417,77.28879591,,,,6.4,5.27,6.98,5.55,5.6,5.35,5.43,5.6,7.8,7.65,10,1.4,2.38,-1.13,-1.43,-0.25,0.17,-0.15,-0.56,6.44,5.88,6.16,-1,-1,-1,1,-1,-3
767,Haryana,Yamuna Nagar,Radour,Silikalan,Tube wells,SGWB,,30.00055556,77.00361111,,,,27.57,28,27.72,,28,29.5,28.25,29,28.5,28,9,0.93,0,0.43,,1.5,0.75,-0.5,0.55,28.01,28.63,28.28,1,0,1,1,-1,2
768,Haryana,Fatehabad,Tohana,Simbalwal,Piezometers,SGWB,,29.74018874,75.8763796,,,,38.1,38.2,38.75,38.4,39.7,39.75,41.1,42.3,43.32,43.55,10,5.22,5.35,0.1,-0.35,0.05,1.2,0.23,0.25,40.19,40.44,40.32,1,-1,1,1,1,3
769,Haryana,Kaithal ,Gulha,Sinh ,Tube wells,SGWB,In the Village,30.07390129,76.40141313,,,,31.4,33.2,33.2,34.72,35.25,35.96,36.99,38.75,39.02,37.5,10,7.62,4.3,1.8,1.52,0.71,1.76,-1.52,0.85,35.17,36.03,35.60,1,1,1,1,-1,3
770,Haryana,Mahendragarh,Kanina,Siyana            ,Dug wells,SGWB,Opposite house of Chajju Ram Ahir -DW,28.44299595,76.22258558,,,,10.61,11.41,10.26,9.46,10.66,10.66,10.51,9.61,10.16,9.41,10,-0.45,-2,0.8,-0.8,0,-0.9,-0.75,-0.33,10.44,10.11,10.28,1,-1,0,-1,-1,-2
771,Haryana,Gurugram,Sohna,Sohna         ,Piezometers,SGWB,"Market commitee, PT",28.27101283,77.06299314,,,,37.64,39.65,41.5,40,40.38,40.5,40.62,41,33,32.65,10,-4.64,-7,2.01,-1.5,0.12,0.38,-0.35,0.13,38.63,38.76,38.69,1,-1,1,1,-1,1
772,Haryana,Bhiwani, Loharu,Sohshara,Tube wells,SGWB,,28.41,75.863,,,,52.95,53,53.12,54.2,55.3,56.86,57.8,57.87,58.8,59.5,10,5.85,6.5,0.05,1.08,1.56,0.07,0.7,0.69,55.59,56.29,55.94,1,1,1,1,1,5
773,Haryana,Kaithal ,Rajaund,Songal ,Dug wells,SGWB,Panchayati,29.66965909,76.46741148,,,,13.58,14.75,15.5,16.53,15.89,15.82,16.52,17.48,17.589,18.95,10,4.009,4.2,1.17,1.03,-0.07,0.96,1.361,0.89,15.82,16.71,16.26,1,1,-1,1,1,3
774,Haryana,Kaithal ,Rajaund,Songri ,Dug wells,SGWB,Panchayati,29.59509559,76.36884189,,,,13.8,13.95,15.76,16.8,16.6,17.1,18.15,17.35,17.7,17.85,10,3.9,3.9,0.15,1.04,0.5,-0.8,0.15,0.21,16.40,16.61,16.51,1,1,1,-1,1,3
775,Haryana,Faridabad,Ballabhgarh,Sotai                      ,Dug wells,SGWB,"Samlati LHS of Sotai Shahpur Kalan road, OW",28.291,77.362,,,,17.05,17.25,18,18.5,18.8,19,19.13,18.5,19,18.65,10,1.95,1.4,0.2,0.5,0.2,-0.63,-0.35,-0.02,18.40,18.38,18.39,1,1,1,-1,-1,1
776,Haryana,Karnal,Karnal,Subri,Piezometers,SGWB,Govt. Sr. Sec. School.,29.69706058,77.05361667,,,,19.04,18.74,20.55,20.07,21.24,20.62,22.65,20.76,21.74,,9,2.7,,-0.3,-0.48,-0.62,-1.89,,-0.82,21.04,20.05,20.60,-1,-1,-1,-1,0,-4
777,Haryana,Kaithal ,Gulha,Sultania ,Tube wells,SGWB,In the Village,30.00005,76.28,,,,47.5,49.1,49.47,50.2,51.5,52.32,53.26,55.02,55.1,56.94,10,7.6,7.84,1.6,0.73,0.82,1.76,1.84,1.35,51.37,52.72,52.04,1,1,1,1,1,5
778,Haryana,Gurugram,Farukhnagar,Sultanpur              ,Piezometers,SGWB,"Govt. Middle School,Girl, KOW",28.45602652,76.86606019,,,,9.65,9.75,12.6,12.15,12.7,11.97,13.1,11.55,12.45,12.18,10,2.8,2.43,0.1,-0.45,-0.73,-1.55,-0.27,-0.58,12.10,11.52,11.81,1,-1,-1,-1,-1,-3
779,Haryana,Mahendragarh,Kanina,Sundrah,Tube wells,SGWB,Opposite School Sundrah -GB,28.24221111,76.2630087,,,,57.2,38,59,58,58.5,58.5,60.5,60.1,62,61.5,10,4.8,23.5,-19.2,-1,0,-0.4,-0.5,-4.22,59.44,55.22,57.33,-1,-1,0,-1,-1,-4
780,Haryana,Rewari,Khol,Sundroj       ,Tube wells,SGWB,Near Raiilway Fatak No 8-DW,28.19014136,76.5311492,,,,22.5,22.72,23.55,23.7,23.8,23.85,23.75,23.25,24.2,23.9,10,1.7,1.18,0.22,0.15,0.05,-0.5,-0.3,-0.08,23.56,23.48,23.52,1,1,1,-1,-1,1
781,Haryana,Bhiwani,Kairu,Sungarpur,Dug wells,SGWB,DHANKAS BESIDE MIDDLEW SCHOOL LHS OF DEVRALA APP ROAD,28.75,75.86,,,,12.75,13.25,12.95,12.53,12.95,13.07,13.35,12.35,12.89,12.11,10,0.14,-1.14,0.5,-0.42,0.12,-1,-0.78,-0.32,12.98,12.66,12.82,1,-1,1,-1,-1,-1
782,Haryana,Kurukshetra, Pehowa,Surmi ,Tube wells,SGWB,In the Village,30.01,76.69,,,,33.2,35.8,35.19,35.7,36.62,37.12,38.14,39.7,40.1,41.2,10,6.9,5.4,2.6,0.51,0.5,1.56,1.1,1.25,36.65,37.90,37.28,1,1,1,1,1,5
783,Haryana,Bhiwani,Behal,Surpara Kalan,Tube wells,SGWB,PANCHAYATI NEAR PANCHYAT GHAR,28.67942282,75.62353031,,,,55.53,55.42,55.62,55.72,56.05,56.95,57.82,57.86,57.9,58.14,10,2.37,2.72,-0.11,0.1,0.9,0.04,0.24,0.23,56.58,56.82,56.70,-1,1,1,1,1,3
784,Haryana,Panipat,Bapoli,Taharpur,Tube wells,SGWB,East of Village.,29.28608495,77.09747003,,,,14.23,14.01,15.25,14.43,15.94,14.38,17.06,16.29,21.15,19.22,10,6.92,5.21,-0.22,-0.82,-1.56,-0.77,-1.93,-1.06,16.73,15.67,16.20,-1,-1,-1,-1,-1,-5
785,Haryana,Yamuna Nagar,Mustafabad,Talakaur,Piezometers,SGWB,,30.00388889,77.00361111,,,,9.77,9.35,8.71,,8.81,7.65,8.85,7.35,8.91,6.7,9,-0.86,-2.65,-0.42,,-1.16,-1.5,-2.21,-1.32,9.01,7.76,8.46,-1,0,-1,-1,-1,-4
786,Haryana,Sirsa,Ellanabad,Talwara Khurd,Piezometers,SGWB,Tubewell in Village Talwara Khurd,29.49516941,74.63383058,,,,30.48,32.01,32.01,32.75,32.75,34.1,33.5,32.75,33.5,34.22,10,3.02,2.21,1.53,0.74,1.35,-0.75,0.72,0.72,32.45,33.17,32.81,1,1,1,-1,1,3
787,Haryana,Kurukshetra,Shahbad,Tangore ,Piezometers,SGWB,In Govt. High School,30.13290971,76.76730188,,,,39.75,41.05,41.75,42.82,43.22,43.85,44.87,44.97,45.27,44.52,10,5.52,3.47,1.3,1.07,0.63,0.1,-0.75,0.47,42.97,43.44,43.21,1,1,1,1,-1,3
788,Haryana,Kaithal ,Rajaund,Taragarh  ,Dug wells,SGWB,Panchayati,29.61312016,76.39299374,,,,12.85,12.2,13.5,14.57,13.96,13.9,14.74,14.5,15.88,17.85,10,3.03,5.65,-0.65,1.07,-0.06,-0.24,1.97,0.42,14.19,14.60,14.40,-1,1,-1,-1,1,-1
789,Haryana,Mahendragarh,Ateli,Tazpur      ,Tube wells,SGWB,Right hand side of aproach road of viollage -PT,28.08497682,76.2316899,,,,65.6,66,66.5,67,67.3,67.3,69.5,69.5,69.5,69.5,10,3.9,3.5,0.4,0.5,0,0,0,0.18,67.68,67.86,67.77,1,1,0,0,0,2
790,Haryana,Yamuna Nagar,Jagadhri,Tehi Panchtirthi,Piezometers,SGWB,,30.00472222,77.00472222,,,,23.27,23.35,23.54,,23.62,23.75,23.75,23.05,23.9,21.9,9,0.63,-1.45,0.08,,0.13,-0.7,-2,-0.62,23.62,23.01,23.35,1,0,1,-1,-1,0
791,Haryana,Kurukshetra, Pehowa,Teokar ,Tube wells,SGWB,In the Village,30.07262417,76.55645488,,,,34.5,35.1,35.1,34.9,36.5,36.89,37.76,39.49,39.15,40.6,10,4.65,5.5,0.6,-0.2,0.39,1.73,1.45,0.79,36.60,37.40,37.00,1,-1,1,1,1,3
792,Haryana,Kurukshetra,Shahbad,Teora ,Tube wells,SGWB,In the Village,30.12814684,76.88298009,,,,39.9,41.45,41.87,43,43.9,44.53,45.51,46.93,48.38,48.13,10,8.48,6.68,1.55,1.13,0.63,1.42,-0.25,0.90,43.91,44.81,44.36,1,1,1,1,-1,3
793,Haryana,Mahendragarh,Narnaul,Thana,Dug wells,SGWB,Thana to Gehli Road RHS -GB,28.05667103,76.04073683,,,,52.7,53.15,62.17,56.78,56.78,56.78,60,56.45,58.25,54.6,10,5.55,1.45,0.45,-5.39,0,-3.55,-3.65,-2.43,57.98,55.55,56.77,1,-1,0,-1,-1,-2
794,Haryana,Kurukshetra, Pehowa,Thana  ,Tube wells,SGWB,In the Village,29.91,76.49,,,,32.2,34.6,34.18,36.1,36.2,36.68,37.96,39.49,39.2,40.1,10,7,5.5,2.4,1.92,0.48,1.53,0.9,1.45,35.95,37.39,36.67,1,1,1,1,1,5
795,Haryana,Fatehabad,Tohana,Tharwa,Tube wells,SGWB,,29.61886929,75.83136771,,,,14.95,13.85,13.95,15.25,15.75,15.8,,15.6,15.7,16.39,9,0.75,2.54,-1.1,1.3,0.05,,0.69,0.24,15.09,15.38,15.25,-1,1,1,0,1,2
796,Haryana,Bhiwani,Tosham,Thillor,Dug wells,SGWB,MAHAJANS WELL ON THE POND L.H.S. OF ROAD,28.80413874,75.83653972,,,,11.55,11.7,12.55,12,13,11.7,13.15,12.5,12.6,12.48,10,1.05,0.78,0.15,-0.55,-1.3,-0.65,-0.12,-0.49,12.57,12.08,12.32,1,-1,-1,-1,-1,-3
797,Haryana,Sirsa,Ellanabad,Thobrian,Piezometers,SGWB,GPS Thobrian,29.51057488,74.66729723,,,,30.48,32.01,32.01,32.81,32.81,34.12,39.36,39.6,41.75,42.03,10,11.27,10.02,1.53,0.8,1.31,0.24,0.28,0.83,35.28,36.11,35.70,1,1,1,1,1,5
798,Haryana,Kurukshetra,Shahbad,Tigri ,Tube wells,SGWB,In the Village,30.11820949,76.82647789,,,,40.4,42.5,41.6,43.3,43.5,43.86,45.13,46.79,48.1,48.22,10,7.7,5.72,2.1,1.7,0.36,1.66,0.12,1.19,43.75,44.93,44.34,1,1,1,1,1,5
799,Haryana,Faridabad,Faridabad,Pali  ,Piezometers,SGWB,"Govt. Senior Secondary School, PT",28.378,77.245,,,,16.15,16.35,17.05,17.65,17.9,18,18.45,19.15,20.1,20,10,3.95,3.65,0.2,0.6,0.1,0.7,-0.1,0.30,17.93,18.23,18.08,1,1,1,1,-1,3
800,Haryana,Gurugram,Sohna,Tikli               ,Dug wells,SGWB,"Panchyati Land, OW",28.35,77.03,,,,30.85,30.97,31.85,32,32.5,32.9,32.5,32.4,33.2,32.85,10,2.35,1.88,0.12,0.15,0.4,-0.1,-0.35,0.04,32.18,32.22,32.20,1,1,1,-1,-1,1
801,Haryana,Faridabad,Faridabad,Tikawali   ,Dug wells,SGWB,"Pami Sharma S/o Laxman in field of village, OW",28.4279073,77.36654856,,,,15.1,15.4,16.1,16.3,16.4,16.46,17.1,17.95,19.1,19.1,10,4,3.7,0.3,0.2,0.06,0.85,0,0.28,16.76,17.04,16.90,1,1,1,1,0,4
802,Haryana,Fatehabad,Tohana,"Tohana K/O/W,Iw",Piezometers,SGWB,,29.71,75.9,,,,17.15,16.4,17.2,21.15,13.34,13.38,14.25,14.65,15.65,15.75,10,-1.5,-0.65,-0.75,3.95,0.04,0.4,0.1,0.75,15.52,16.27,15.89,-1,1,1,1,1,3
803,Haryana,Gurugram,Sohna,Tolni          ,Dug wells,SGWB,"Beyond vill. near Vijender S/O Jagdish House, OW",28.24754376,77.15474293,,,,12.15,12.3,12.85,13.05,13.25,13.75,13.25,12.6,13.3,13.05,10,1.15,0.75,0.15,0.2,0.5,-0.65,-0.25,-0.01,12.96,12.95,12.96,1,1,1,-1,-1,1
804,Haryana,Palwal,Hathin,Tonka,Dug wells,SGWB,"Rehmat S/o Mussa Fiedl RHS of Uttawar to sikarwa road, OW",27.96250445,77.15206639,,,,2,2.05,2.45,2.2,2.55,2.1,2.27,2.2,2.35,2.25,10,0.35,0.2,0.05,-0.25,-0.45,-0.07,-0.1,-0.16,2.32,2.16,2.24,1,-1,-1,-1,-1,-3
805,Haryana,Bhiwani,Tosham,Tosham ,Dug wells,SGWB,SAMLAYAT NEAR GRAIN MARKET,28.86770168,75.90548809,,,,6.5,5.5,6.15,5.42,5.76,4.85,5.25,5.15,5.15,5,10,-1.35,-0.5,-1,-0.73,-0.91,-0.1,-0.15,-0.58,5.76,5.18,5.47,-1,-1,-1,-1,-1,-5
806,Haryana,Bhiwani,Tosham,Tosham ,Piezometers,SGWB,G.W.C IN BDPO,28.86260908,75.91180524,,,,7.4,7.1,7.55,6.8,7.35,6.1,6.7,6.6,6.08,5.6,10,-1.32,-1.5,-0.3,-0.75,-1.25,-0.1,-0.48,-0.58,7.02,6.44,6.73,-1,-1,-1,-1,-1,-5
807,Haryana,Karnal,Karnal,Uchana,Tube wells,SGWB,On the entrance of village.,29.73109902,76.97008014,,,,14.01,13.44,15.47,14.93,16.03,15.75,17.6,17,19.8,,9,5.79,,-0.57,-0.54,-0.28,-0.6,,-0.50,16.58,15.28,16.00,-1,-1,-1,-1,0,-4
808,Haryana,Mahendragarh,Kanina,Uchat ,Dug wells,SGWB,Behind Primary School Campus -DW,28.38933169,76.26382156,,,,16.1,13.8,17.45,15.65,16.7,16.7,16.65,16.6,19.6,19.6,10,3.5,5.8,-2.3,-1.8,0,-0.05,0,-0.83,17.30,16.47,16.89,-1,-1,0,-1,0,-3
809,Haryana,Sirsa,Ellanabad,Umed Pura,Piezometers,SGWB,Public Health tube well Sirsa- Ellenabad Umed Pura,29.41992203,74.83891123,,,,18.29,18.29,18.29,19.4,19.4,20.35,19.5,20,21.5,22.21,10,3.21,3.92,0,1.11,0.95,0.5,0.71,0.65,19.40,20.05,19.72,0,1,1,1,1,4
810,Haryana,Gurugram,Pataudi,Uncha Majra,Piezometers,SGWB,"Govt. School, PT",28.309,76.808,,,,,,45.1,44.35,46.3,46.57,47.55,48.15,50.15,49.45,8,,,,-0.75,0.27,0.6,-0.7,-0.14,47.28,47.13,47.20,0,-1,1,1,-1,0
811,Haryana,Kurukshetra, Pehowa,Urnai   ,Tube wells,SGWB,In the Village,30.00738584,76.62543771,,,,37.1,39.2,38.4,39.8,40.31,40.89,41.87,43.34,43.84,44.9,10,6.74,5.7,2.1,1.4,0.58,1.47,1.06,1.32,40.30,41.63,40.97,1,1,1,1,1,5
812,Haryana,Palwal,Hathin,Uttawar,Piezometers,SGWB,"Samlati north of village in chabaria mohala, OW",27.97,77.19,,,,12.7,12.72,13.35,13.15,13.45,13.3,13.58,13.7,14.65,14.35,10,1.95,1.63,0.02,-0.2,-0.15,0.12,-0.3,-0.10,13.55,13.44,13.50,1,-1,-1,1,-1,-1
813,Haryana,Palwal,Hathin,Uttawar,Tube wells,SGWB,"In field on Har Nath S/o Asseem near Idgah, PT",27.977,77.192,,,,13.8,13.94,14.4,14.25,14.85,14.3,14.5,10.15,15,14.7,10,1.2,0.76,0.14,-0.15,-0.55,-4.35,-0.3,-1.04,14.51,13.47,13.99,1,-1,-1,-1,-1,-3
814,Haryana,Gurugram,Gurugram,Wazirpur,Piezometers,SGWB,"Mini Bank Wazirpur, PT",28.4177388,76.91148922,,,,17.7,16.75,19.22,19.85,19.5,19.75,19.95,20.8,21.6,21.3,10,3.9,4.55,-0.95,0.63,0.25,0.85,-0.3,0.10,19.59,19.69,19.64,-1,1,1,1,-1,1
815,Haryana,Panipat,Samalkha,Wazirpurtitana,Tube wells,SGWB,East of Village on Road just Enter to Village.,29.26290913,76.92556038,,,,19.29,19.85,20.51,20.62,21.23,20.76,22.35,24.05,24.57,25.33,10,5.28,5.48,0.56,0.11,-0.47,1.7,0.76,0.53,21.59,22.12,21.86,1,1,-1,1,1,3
816,Haryana,Gurugram,Gurugram,Wazirrabad ,Piezometers,SGWB,"Govt. Senior Secondary School, PT",28.44126384,77.08317417,,,,30.85,31.05,33.6,34.65,35.05,35.4,37.55,36.25,39.55,38.85,10,8.7,7.8,0.2,1.05,0.35,-1.3,-0.7,-0.08,35.32,35.24,35.28,1,1,1,-1,-1,1
817,Haryana,Kurukshetra,Shahbad,Yara ,Tube wells,SGWB,In the Village,30.13616163,76.94979161,,,,40.6,41.3,41.4,41.85,42.8,43.58,44.57,46.12,47.43,49.4,10,6.83,8.1,0.7,0.45,0.78,1.55,1.97,1.09,43.36,44.45,43.91,1,1,1,1,1,5
818,Haryana,Panipat,Bapoli,Babail M,Piezometers,CGWB,Babail VS-Pz,29.42361111,77.05,204,,0.1089803922,17.12,18.19,18,22,22.11,24.3,26.45,25.7,22.5,25.95,10,5.38,7.76,1.07,4,2.19,-0.75,3.45,1.99,21.24,23.23,22.23,1,1,1,-1,1,3
819,Haryana,Bhiwani,Tosham,Bajina,Dug wells,CGWB,Bajina,28.7625,75.98305556,24.6,,0.538699187,12.62,12.55,13.37,12.61,14.63,12.97,13.94,13.36,13.67,12.8,10,1.05,0.25,-0.07,-0.76,-1.66,-0.58,-0.87,-0.79,13.65,12.86,13.25,-1,-1,-1,-1,-1,-5
820,Haryana,Palwal,Hassanpur,Barauli,Piezometers,CGWB,Barauli-Pz,28.06777778,77.43888889,52,,0.2443162393,10.09,11,9.9,,12.8,11.49,14.02,14.24,14.9,15.9,9,4.81,4.9,0.91,,-1.31,0.22,1,0.21,12.34,13.16,12.70,1,0,-1,1,1,2
821,Haryana,Kurukshetra,Ladwa,Baronda,Piezometers,CGWB,Baronda-Pz,29.96583333,77.05222222,103,,0.1989199029,19.9,19.08,20.66,20.55,21.75,20.23,,,22.55,19.19,8,2.65,0.11,-0.82,-0.11,-1.52,,-3.36,-1.45,21.22,19.76,20.49,-1,-1,-1,0,-1,-4
822,Haryana,Yamuna Nagar,Mustafabad,Bhambauli-1 (M),Piezometers,CGWB,Bhambauli-1 (m),30.16944444,77.2,150.33,,0.1347701723,17.25,18.06,17.6,18.48,18.12,19.19,18.83,26.45,28.36,,9,11.11,,0.81,0.88,1.07,7.62,,2.60,20.03,20.55,20.26,1,1,1,1,0,4
823,Haryana,Yamuna Nagar,Mustafabad,Bhambauli-2 (D),Piezometers,CGWB,Bhambauli-2 (d),30.16944444,77.2,457.17,,0.04994203469,23.42,18.02,24.8,26.69,24.73,27.73,26.05,18.14,20.05,18.69,10,-3.37,0.67,-5.4,1.89,3,-7.91,-1.36,-1.96,23.81,21.85,22.83,-1,1,1,-1,-1,-1
824,Haryana,Sirsa,Ellanabad ,Bhuratwala,Piezometers,CGWB,Bhuratwala-Pz,29.42361111,74.77083333,103,,0.1098166127,11.45,10.93,10.56,9.1,11.7,11.8,12.11,11.5,12.65,,9,1.2,,-0.52,-1.46,0.1,-0.61,,-0.62,11.69,10.83,11.31,-1,-1,1,-1,0,-2
825,Haryana,Mahendragarh,Mahendergarh,Buwana,Piezometers,CGWB,Buwana-Pz,28.38972222,76.17777778,118,,0.4328154426,48.66,50,51.8,51.25,52.7,53.84,55.3,56.1,,40,9,,-10,1.34,-0.55,1.14,0.8,,0.68,52.12,50.24,51.07,1,-1,1,1,0,2
826,Haryana,Gurugram,Farukhnagar,Chandu Tikly,Piezometers,CGWB,Chandu Tikly,28.47444444,76.91666667,50,,0.19795,10.07,9.65,10.3,9.1,11,10.32,,9.7,9.04,,8,-1.03,,-0.42,-1.2,-0.68,,,-0.77,10.10,9.69,9.90,-1,-1,-1,0,0,-3
827,Haryana,Karnal,Karnal,Chorpur 1(D),Piezometers,CGWB,Chorpur,29.79638889,77.11666667,241,,0.04075207469,,8.71,10.62,9.91,10.06,10.26,9.48,9.73,9.8,,8,,,,-0.71,0.2,0.25,,-0.09,9.99,9.65,9.82,0,-1,1,1,0,1
828,Haryana,Panipat,Samalkha,Dakadla S,Piezometers,CGWB,Dakadla S,29.22027778,77.06666667,85,,0.2840147059,20.6,,24.45,,23.72,25.42,24.42,26.28,24.47,23.77,8,3.87,,,,1.7,1.86,-0.7,0.95,23.53,25.16,24.14,0,0,1,1,-1,1
829,Haryana,Yamuna Nagar,Jagadhri,Dhaurang M,Piezometers,CGWB,Dhaurang M,30.06777778,77.19166667,185,,0.09880405405,,18.19,19.23,18.9,19.45,19.22,20.16,14.88,16.2,,8,,,,-0.33,-0.23,-5.28,,-1.95,18.76,17.80,18.28,0,-1,-1,-1,0,-3
830,Haryana,Yamuna Nagar,Jagadhri,Dhaurang S,Piezometers,CGWB,Dhaurang S,30.06777778,77.19166667,55,,0.2981010101,15.52,14.68,16.23,15.4,16.16,15.42,16.97,18.38,18.8,,9,3.28,,-0.84,-0.83,-0.74,1.41,,-0.25,16.74,15.97,16.40,-1,-1,-1,1,0,-2
831,Haryana,Palwal,Hodal,Dighaut,Piezometers,CGWB,Dighaut,28.03388889,77.375,203,,0.0584679803,9.34,11.64,11.95,10.8,12.06,11.38,13.02,12.15,13.2,13.15,10,3.86,1.51,2.3,-1.15,-0.68,-0.87,-0.05,-0.09,11.91,11.82,11.87,1,-1,-1,-1,-1,-3
832,Haryana,Gurugram,Farukhnagar,Fazilpur Badli,Piezometers,CGWB,Fazilpur Badli-Pz,28.42361111,76.85833333,113,,0.2554867257,24.3,25.64,27.9,28.67,29.55,30.31,31.98,30.12,31.36,,9,7.06,,1.34,0.77,0.76,-1.86,,0.25,29.02,28.69,28.87,1,1,1,-1,0,2
833,Haryana,Bhiwani,Kairu,Hetampur,Dug wells,CGWB,Hetampur,28.71166667,75.90333333,23,,0.4976811594,,11.41,11.62,10.51,11.15,11.19,12.35,11.07,12.31,11.41,9,,0,,-1.11,0.04,-1.28,-0.9,-0.81,11.86,11.12,11.45,0,-1,1,-1,-1,-2
834,Haryana,Kurukshetra,Pehowa,Ishaque S,Piezometers,CGWB,Ishaque S,30.01694444,76.49166667,60,,0.5577666667,29.88,32.6,32.22,33.97,33.62,35.22,34.88,38.3,36.2,27.77,10,6.32,-4.83,2.72,1.75,1.6,3.42,-8.43,0.21,33.36,33.57,33.47,1,1,1,1,-1,3
835,Haryana,Bhiwani,Tosham,Isharwal,Dug wells,CGWB,Isharwal,28.77944444,75.70833333,36.5,,0.5194246575,18.62,18.44,19.17,18.83,19.48,18.52,19.1,18.97,19.66,18.8,10,1.04,0.36,-0.18,-0.34,-0.96,-0.13,-0.86,-0.49,19.21,18.71,18.96,-1,-1,-1,-1,-1,-5
836,Haryana,Kaithal,Rajaund,Jakhauli,Piezometers,CGWB,Jakhauli-Pz,29.66083333,76.42916667,100,,0.13516,11.47,12.75,12.76,13.66,13.3,13.79,13.8,14.11,14,15.52,10,2.53,2.77,1.28,0.9,0.49,0.31,1.52,0.90,13.07,13.97,13.52,1,1,1,1,1,5
837,Haryana,Karnal,Karnal,Jaroli Khurd,Piezometers,CGWB,Jaroli Khurd-Pz,29.74555556,77.10416667,90,,0.08939506173,9.16,8.74,11.07,,8,7.15,8.05,6.19,7.65,6.4,9,-1.51,-2.34,-0.42,,-0.85,-1.86,-1.25,-1.10,8.79,7.12,8.05,-1,0,-1,-1,-1,-4
838,Haryana,Faridabad,Ballabhgarh,Jawan,Piezometers,CGWB,Jawan- Pz,28.22027778,77.41666667,100,,0.1947,17.52,,17.9,18.34,18.12,18.36,18.55,18.84,18.52,29.08,9,1,,,0.44,0.24,0.29,10.56,2.88,18.12,21.16,19.47,0,1,1,1,1,4
